1048576|879883848,891721908,939176870,906498276,901973098
2097152|1507316384,1510116338,1511313614,1504162112,1514576310
3145728|2122482490,2132824272,2126596200,2118016328,2126418164
4194304|2742807852,2746164570,2746863694,2742001724,2742586558
5242880|3362927446,3363094246,3377116810,3461845762,3336505066
6291456|3944465020,3949823562,3965136526,3944670412,3950807578
7340032|4611523546,4589291366,4573756650,4568653084,4575526550
8388608|5177967392,5173563532,5158919740,5142440196,5159846302
9437184|5769324232,5765282956,5765343038,5786307052,5791882274
10485760|6398691318,6428684948,6391678824,6412356710,6418423438
11534336|6988564160,6978755482,7064263580,7011328888,7005341782
12582912|7629641496,7634923900,7664117552,7625915086,7582757586
13631488|8256761596,8239191750,8238136416,8236681734,8229785376
14680064|8819155510,8841776892,8843550364,8802369046,8807748546
15728640|9482614348,9471555864,9453378808,9453679096,9475558160
16777216|10104467856,10094792902,10124405090,10103907736,10095306678
17825792|10729780902,10747304990,10766691416,10709792170,10743337282
18874368|11357171436,11343479766,11314867606,11371142374,11330135644
19922944|11948702352,11976688184,11973081606,11976626612,11961219076
20971520|12582345622,12583354276,12591799880,12585628512,12582628162
22020096|13257207768,13250446080,13235701126,13202718430,13189226542
23068672|13834793844,13804533312,13820565164,13785775890,13873318332
24117248|14477394846,14618407682,14575558294,14471691566,14452562972
25165824|15017333220,15058741504,15137589298,15062488842,15118915532
26214400|15781844600,15784301796,15769403988,15827101946,15805881422
27262976|16381984044,16386220640,16405599294,16338129236,16326486042
28311552|16930522020,16920125480,16975374724,16930875914,16956543658
29360128|17525610946,17625116728,17610760434,17535452262,17585125746
30408704|18182132786,18310693150,18218528980,18164648504,18187137018
31457280|18736023950,18682919716,18733502000,18724151212,18789369878
32505856|19392907178,19409435452,19395835236,19403654598,19309887394
33554432|19930095090,19919929160,20040592506,20040124800,19991957106
34603008|20593396236,20611626652,20565351416,20583764478,20599380618
35651584|21264176060,21203499132,21203651724,21225673676,21202429830
36700160|21842077398,21705088914,21712313468,21777434508,21769819952
37748736|22403208946,22438647138,22488538238,22551863652,22495704814
38797312|23092338886,23088010984,23115681794,23140861422,23116254056
39845888|23744945258,23698280132,23716221312,23739737492,24115761882
40894464|24330323176,24358456676,24316764460,24305469740,24334646032
